Address:	USB0::0x0957::0x1798::MY56272288::0::INSTR		Analog Channels				Function Channels		
Model:	DSO-X 2014A		Time (s)	2 (VOLT)	3 (VOLT)		Time (s)	M1	
			-0.0005861459325	0.584141978062689	4.71977394074202		-0.0005861459325	4.1321060503833	
			-0.00058604176625	0.580373133881949	4.71977394074202		-0.00058604176625	4.13601229991764	
			-0.0005859376	0.579116852488369	4.71977394074202		-0.0005859376	4.13796542468481	
			-0.00058583343375	0.582885696669109	4.71977394074202		-0.00058583343375	4.13405917515047	
			-0.0005857292675	0.582885696669109	4.71977394074202		-0.0005857292675	4.13405917515047	
			-0.00058562510125	0.582885696669109	4.71977394074202		-0.00058562510125	4.13405917515047	
			-0.000585520935	0.582885696669109	4.73987443931401		-0.000585520935	4.15359042282216	
			-0.00058541676875	0.584141978062689	4.71977394074202		-0.00058541676875	4.1321060503833	
			-0.0005853126025	0.579116852488369	4.71977394074202		-0.0005853126025	4.13796542468481	
			-0.00058520843625	0.585398259456269	4.72479906538501		-0.00058520843625	4.13601229991764	
			-0.00058510427	0.58665454084985	4.71977394074202		-0.00058510427	4.13015292561613	
			-0.00058500010375	0.576604289701208	4.71977394074202		-0.00058500010375	4.13991854945198	
			-0.0005848959375	0.58665454084985	4.71977394074202		-0.0005848959375	4.13015292561613	
			-0.00058479177125	0.584141978062689	4.71977394074202		-0.00058479177125	4.1321060503833	
			-0.000584687605	0.585398259456269	4.70972369145602		-0.000584687605	4.12038730178028	
			-0.00058458343875	0.59042338503059	4.70972369145602		-0.00058458343875	4.11648105224594	
			-0.0005844792725	0.58916710363701	4.71977394074202		-0.0005844792725	4.12819980084896	
			-0.00058437510625	0.585398259456269	4.71977394074202		-0.00058437510625	4.13015292561613	
			-0.00058427094	0.581629415275529	4.71977394074202		-0.00058427094	4.13405917515047	
			-0.00058416677375	0.585398259456269	4.71977394074202		-0.00058416677375	4.13015292561613	
			-0.0005840626075	0.582885696669109	4.72479906538501		-0.0005840626075	4.13796542468481	
			-0.00058395844125	0.580373133881949	4.71977394074202		-0.00058395844125	4.13601229991764	
			-0.000583854275	0.585398259456269	4.71977394074202		-0.000583854275	4.13015292561613	
			-0.00058375010875	0.585398259456269	4.70972369145602		-0.00058375010875	4.12038730178028	
			-0.0005836459425	0.58665454084985	4.71977394074202		-0.0005836459425	4.13015292561613	
			-0.00058354177625	0.58791082224343	4.71977394074202		-0.00058354177625	4.12819980084896	
			-0.00058343761	0.581629415275529	4.71474881609902		-0.00058343761	4.13015292561613	
			-0.00058333344375	0.584141978062689	4.71474881609902		-0.00058333344375	4.12819980084896	
			-0.0005832292775	0.582885696669109	4.71977394074202		-0.0005832292775	4.13405917515047	
			-0.00058312511125	0.584141978062689	4.71977394074202		-0.00058312511125	4.1321060503833	
			-0.000583020945	0.585398259456269	4.71977394074202		-0.000583020945	4.13015292561613	
			-0.00058291677875	0.585398259456269	4.71977394074202		-0.00058291677875	4.13015292561613	
			-0.0005828126125	0.580373133881949	4.71977394074202		-0.0005828126125	4.13601229991764	
			-0.00058270844625	0.58916710363701	4.71977394074202		-0.00058270844625	4.12819980084896	
			-0.00058260428	0.582885696669109	4.71977394074202		-0.00058260428	4.13405917515047	
			-0.00058250011375	0.58665454084985	4.71977394074202		-0.00058250011375	4.13015292561613	
			-0.0005823959475	0.59042338503059	4.71977394074202		-0.0005823959475	4.12624667608179	
